,subagencia,fecha,precioLitro,precioLitro,precioLitro
34255,SAG Mitla,2018-04-11,18.89,17.86,18.29
34256,SAG Mitla,2018-04-12,18.88,18.88,18.88
34257,SAG Mitla,2018-04-13,18.89,17.89,18.55333333333333
34258,SAG Mitla,2018-04-14,18.89,17.89,18.708571428571425
34259,SAG Mitla,2018-04-16,18.89,17.89,18.39
34260,SAG Mitla,2018-04-17,18.91,17.89,18.545
34261,SAG Mitla,2018-04-18,18.91,17.89,18.546666666666663
34262,SAG Mitla,2018-04-19,18.91,17.74,18.544999999999998
34263,SAG Mitla,2018-04-20,18.93,17.92,18.490000000000002
34264,SAG Mitla,2018-04-21,18.93,17.92,18.472857142857144
34265,SAG Mitla,2018-04-23,18.93,17.92,18.256666666666668
34266,SAG Mitla,2018-04-24,18.94,17.94,18.44
34267,SAG Mitla,2018-04-25,18.96,17.95,18.423333333333332
34268,SAG Mitla,2018-04-26,18.96,18.96,18.96
34269,SAG Mitla,2018-04-27,18.98,17.96,18.215000000000003
34270,SAG Mitla,2018-04-28,18.99,17.97,18.796666666666667
34271,SAG Mitla,2018-04-29,18.99,17.97,18.785999999999998
34272,SAG Mitla,2018-04-30,18.99,17.81,18.333999999999996
34273,SAG Mitla,2018-05-02,19.06,17.99,18.831666666666667
34274,SAG Mitla,2018-05-03,19.06,17.99,18.607999999999997
34275,SAG Mitla,2018-05-04,19.01,18.01,18.410000000000004
34276,SAG Mitla,2018-05-05,19.01,18.01,18.78
34277,SAG Mitla,2018-05-07,19.01,18.01,18.51
34278,SAG Mitla,2018-05-08,19.03,18.87,18.9675
34279,SAG Mitla,2018-05-09,19.04,18.04,18.639999999999997
34280,SAG Mitla,2018-05-10,19.04,18.04,18.54
34281,SAG Mitla,2018-05-11,19.05,18.05,18.45
34282,SAG Mitla,2018-05-12,19.05,19.01,19.04
34283,SAG Mitla,2018-05-13,19.05,18.05,18.8
34284,SAG Mitla,2018-05-14,19.05,18.05,18.55
34285,SAG Mitla,2018-05-15,19.07,18.07,18.5225
34286,SAG Mitla,2018-05-16,19.09,19.01,19.0625
34287,SAG Mitla,2018-05-17,19.09,18.09,18.423333333333332
34288,SAG Mitla,2018-05-18,19.09,18.02,18.50857142857143
34289,SAG Mitla,2018-05-19,19.06,18.09,18.41333333333333
34290,SAG Mitla,2018-05-21,19.09,18.09,18.69
34291,SAG Mitla,2018-05-22,19.12,18.12,18.8125
34292,SAG Mitla,2018-05-23,19.12,18.12,18.59375
34293,SAG Mitla,2018-05-24,19.12,18.12,18.8575
34294,SAG Mitla,2018-05-25,19.14,18.14,18.615
34295,SAG Mitla,2018-05-26,19.15,18.15,18.766666666666666
34296,SAG Mitla,2018-05-27,19.15,18.15,18.948
34297,SAG Mitla,2018-05-28,19.15,18.15,18.65
34298,SAG Mitla,2018-05-29,19.15,18.15,18.6475
34299,SAG Mitla,2018-05-30,19.17,18.17,18.908749999999998
34300,SAG Mitla,2018-06-01,19.19,19.04,19.1475
34301,SAG Mitla,2018-06-02,19.2,18.2,18.53333333333333
34302,SAG Mitla,2018-06-04,19.2,18.2,18.866666666666664
34303,SAG Mitla,2018-06-05,19.23,18.22,18.55666666666667
34304,SAG Mitla,2018-06-06,19.24,19.24,19.24
34305,SAG Mitla,2018-06-07,19.25,18.13,18.648571428571426
34306,SAG Mitla,2018-06-08,19.26,18.26,18.965714285714288
34307,SAG Mitla,2018-06-09,19.27,18.27,18.903333333333332
34308,SAG Mitla,2018-06-10,19.27,18.27,19.02
34309,SAG Mitla,2018-06-11,19.27,18.27,18.7625
34310,SAG Mitla,2018-06-12,19.29,18.29,18.79
34311,SAG Mitla,2018-06-13,19.3,19.22,19.270000000000003
34312,SAG Mitla,2018-06-14,19.31,18.3,18.801666666666666
34313,SAG Mitla,2018-06-15,19.32,18.31,18.801666666666666
34314,SAG Mitla,2018-06-16,19.33,18.32,18.825
34315,SAG Mitla,2018-06-18,19.33,18.32,19.01571428571429
34316,SAG Mitla,2018-06-19,19.33,18.32,18.825
34317,SAG Mitla,2018-06-20,19.34,18.33,19.075
34318,SAG Mitla,2018-06-21,19.36,18.34,18.948
34319,SAG Mitla,2018-06-22,19.36,18.35,18.956
34320,SAG Mitla,2018-06-23,19.37,18.36,19.033333333333335
34321,SAG Mitla,2018-06-24,19.37,18.36,19.105
34322,SAG Mitla,2018-06-25,19.37,18.36,19.0925
34323,SAG Mitla,2018-06-26,19.38,18.37,18.875000000000004
34324,SAG Mitla,2018-06-27,19.39,19.39,19.39
34325,SAG Mitla,2018-06-28,19.4,18.39,18.89666666666667
34326,SAG Mitla,2018-06-29,19.41,18.4,18.81714285714286
34327,SAG Mitla,2018-07-02,19.41,19.4,19.403333333333332
34328,SAG Mitla,2018-07-03,19.43,18.29,18.825714285714287
34329,SAG Mitla,2018-07-04,19.45,18.44,19.02
34330,SAG Mitla,2018-07-05,19.48,18.48,19.301666666666666
34331,SAG Mitla,2018-07-06,19.52,18.52,19.05
34332,SAG Mitla,2018-07-07,19.52,18.33,18.8
34333,SAG Mitla,2018-07-09,19.52,18.5,18.928
34334,SAG Mitla,2018-07-10,19.56,18.57,19.284999999999997
34335,SAG Mitla,2018-07-11,19.58,18.59,19.204444444444444
34336,SAG Mitla,2018-07-12,19.58,18.46,18.883333333333333
34337,SAG Mitla,2018-07-13,19.74,18.61,19.232499999999998
34338,SAG Mitla,2018-07-14,19.58,18.61,19.261666666666667
34339,SAG Mitla,2018-07-15,19.58,18.61,19.256666666666664
34340,SAG Mitla,2018-07-16,19.62,18.66,19.3
34341,SAG Mitla,2018-07-17,19.62,18.66,19.222
34342,SAG Mitla,2018-07-18,19.66,18.69,19.478333333333335
34343,SAG Mitla,2018-07-19,19.65,18.54,19.222857142857144
34344,SAG Mitla,2018-07-20,19.65,18.74,19.285999999999998
34345,SAG Mitla,2018-07-21,19.66,18.76,19.201666666666668
34346,SAG Mitla,2018-07-23,19.66,18.76,19.435
34347,SAG Mitla,2018-07-24,19.69,18.79,19.375
34348,SAG Mitla,2018-07-25,19.75,18.81,19.35625
34349,SAG Mitla,2018-07-26,19.73,18.81,19.322857142857142
34350,SAG Mitla,2018-07-27,19.73,18.81,19.403333333333336
34351,SAG Mitla,2018-07-28,19.73,18.81,19.264
34352,SAG Mitla,2018-07-29,19.79,18.89,19.3075
34353,SAG Mitla,2018-07-30,19.84,18.89,19.506666666666664
34354,SAG Mitla,2018-07-31,19.84,18.92,19.484444444444442
34355,SAG Mitla,2018-08-01,19.75,18.8,19.275
34356,SAG Mitla,2018-08-02,19.77,18.82,19.1275
34357,SAG Mitla,2018-08-03,19.97,19.03,19.645
34358,SAG Mitla,2018-08-04,19.95,18.99,19.296666666666667
34359,SAG Mitla,2018-08-06,19.97,18.99,19.766666666666666
34360,SAG Mitla,2018-08-07,19.99,19.04,19.356666666666666
34361,SAG Mitla,2018-08-08,19.99,19.09,19.315
34362,SAG Mitla,2018-08-09,19.99,19.18,19.75857142857143
34363,SAG Mitla,2018-08-10,20.11,19.18,19.69
34364,SAG Mitla,2018-08-11,20.14,19.18,19.427500000000002
34365,SAG Mitla,2018-08-13,20.23,19.18,19.894999999999996
34366,SAG Mitla,2018-08-14,20.28,19.13,19.752499999999998
34367,SAG Mitla,2018-08-15,20.16,19.21,19.91
34368,SAG Mitla,2018-08-16,20.09,19.24,19.665
34369,SAG Mitla,2018-08-17,20.31,20.09,20.16333333333333
34370,SAG Mitla,2018-08-18,20.31,19.24,19.642857142857142
34371,SAG Mitla,2018-08-19,20.3,19.24,19.882857142857144
34372,SAG Mitla,2018-08-20,20.31,19.24,19.785999999999998
34373,SAG Mitla,2018-08-21,20.31,19.24,19.991666666666667
34374,SAG Mitla,2018-08-22,20.33,19.27,19.840000000000003
34375,SAG Mitla,2018-08-23,20.33,19.27,19.823999999999998
34376,SAG Mitla,2018-08-24,20.35,19.27,19.7575
34377,SAG Mitla,2018-08-25,20.19,19.31,19.67142857142857
34378,SAG Mitla,2018-08-27,20.23,19.32,19.88666666666667
34379,SAG Mitla,2018-08-28,20.25,19.32,19.906666666666663
34380,SAG Mitla,2018-08-29,20.25,19.32,20.00222222222222
34381,SAG Mitla,2018-08-30,20.19,19.32,19.731666666666666
34382,SAG Mitla,2018-08-31,20.43,19.32,19.887500000000003
34383,SAG Mitla,2018-09-01,20.19,19.32,19.9725
34384,SAG Mitla,2018-09-03,20.31,19.32,20.09625
34385,SAG Mitla,2018-09-04,20.36,19.32,20.119999999999997
34386,SAG Mitla,2018-09-05,20.19,19.32,19.972500000000004
34387,SAG Mitla,2018-09-06,20.26,19.36,20.080000000000002
34388,SAG Mitla,2018-09-07,20.4,19.36,20.095999999999997
34389,SAG Mitla,2018-09-08,20.27,19.36,20.082
34390,SAG Mitla,2018-09-10,20.48,19.36,19.944000000000003
34391,SAG Mitla,2018-09-11,20.27,19.37,20.12
34392,SAG Mitla,2018-09-12,20.27,20.27,20.27
34393,SAG Mitla,2018-09-13,20.27,19.28,19.87142857142857
34394,SAG Mitla,2018-09-14,20.29,18.98,19.921666666666667
34395,SAG Mitla,2018-09-15,20.29,19.46,20.151666666666667
34396,SAG Mitla,2018-09-17,20.44,19.39,20.175454545454546
34397,SAG Mitla,2018-09-18,20.44,20.29,20.34
34398,SAG Mitla,2018-09-19,20.29,19.39,19.952499999999997
34399,SAG Mitla,2018-09-20,20.32,19.39,20.072499999999998
34400,SAG Mitla,2018-09-21,20.34,19.01,19.917499999999997
34401,SAG Mitla,2018-09-22,20.29,19.39,19.8575
34402,SAG Mitla,2018-09-24,20.35,19.36,20.10666666666667
34403,SAG Mitla,2018-09-25,20.34,19.36,20.018333333333334
34404,SAG Mitla,2018-09-26,20.47,20.34,20.377142857142854
34405,SAG Mitla,2018-09-27,20.57,19.39,20.204
34406,SAG Mitla,2018-09-28,20.39,19.39,20.05666666666667
34407,SAG Mitla,2018-09-29,20.42,19.39,19.86
34408,SAG Mitla,2018-09-30,20.39,20.39,20.390000000000004
34409,SAG Mitla,2018-10-01,20.42,19.39,20.25142857142857
34410,SAG Mitla,2018-10-02,20.57,19.44,20.15285714285714
34411,SAG Mitla,2018-10-03,20.59,19.44,20.1975
34412,SAG Mitla,2018-10-04,20.62,19.44,19.91
34413,SAG Mitla,2018-10-05,20.44,19.12,20.08666666666667
34414,SAG Mitla,2018-10-06,20.62,20.44,20.476000000000003
34415,SAG Mitla,2018-10-08,20.44,19.44,20.19
34416,SAG Mitla,2018-10-09,20.65,19.44,20.357142857142858
34417,SAG Mitla,2018-10-10,20.44,19.44,19.94
34418,SAG Mitla,2018-10-11,20.58,19.68,20.285
34419,SAG Mitla,2018-10-12,20.44,19.44,20.10666666666667
34420,SAG Mitla,2018-10-13,20.44,19.44,19.936
34421,SAG Mitla,2018-10-15,20.44,20.44,20.44
34422,SAG Mitla,2018-10-16,20.76,20.44,20.526666666666667
34423,SAG Mitla,2018-10-17,20.44,19.44,19.94
34424,SAG Mitla,2018-10-18,20.64,19.49,20.157500000000002
34425,SAG Mitla,2018-10-19,20.64,19.49,20.181666666666665
34426,SAG Mitla,2018-10-20,20.64,19.68,20.245
34427,SAG Mitla,2018-10-22,20.49,20.49,20.49
34428,SAG Mitla,2018-10-23,20.73,19.49,20.236666666666665
34429,SAG Mitla,2018-10-24,20.64,19.49,20.206666666666667
34430,SAG Mitla,2018-10-25,20.49,20.49,20.49
34431,SAG Mitla,2018-10-26,20.76,19.49,20.374000000000002
34432,SAG Mitla,2018-10-27,20.64,19.49,20.066666666666666
34433,SAG Mitla,2018-10-28,20.64,19.49,20.223333333333333
34434,SAG Mitla,2018-10-29,20.76,19.49,20.248888888888885
34435,SAG Mitla,2018-10-30,20.78,20.78,20.78
34436,SAG Mitla,2018-11-01,20.68,19.49,20.27333333333333
34437,SAG Mitla,2018-11-03,20.68,20.59,20.6125
34438,SAG Mitla,2018-11-05,20.68,19.49,20.25333333333333
34439,SAG Mitla,2018-11-06,20.8,19.49,20.441666666666666
34440,SAG Mitla,2018-11-07,20.59,19.49,20.15
34441,SAG Mitla,2018-11-08,20.68,19.7,20.448
34442,SAG Mitla,2018-11-09,20.59,19.49,20.118571428571425
34443,SAG Mitla,2018-11-10,20.59,19.49,20.168
34444,SAG Mitla,2018-11-11,20.59,20.59,20.59
34445,SAG Mitla,2018-11-12,20.82,19.49,20.236
34446,SAG Mitla,2018-11-13,20.91,19.49,20.506249999999998
34447,SAG Mitla,2018-11-14,19.58,19.58,19.58
34448,SAG Mitla,2018-11-15,20.64,19.58,20.299999999999997
34449,SAG Mitla,2018-11-16,20.64,19.49,19.87333333333333
34450,SAG Mitla,2018-11-17,20.7,20.64,20.652
34451,SAG Mitla,2018-11-19,20.84,19.49,20.22
34452,SAG Mitla,2018-11-20,20.64,19.49,20.0875
34453,SAG Mitla,2018-11-21,20.7,19.49,20.422
34454,SAG Mitla,2018-11-22,20.7,19.49,20.266666666666666
34455,SAG Mitla,2018-11-23,20.7,19.49,20.3675
34456,SAG Mitla,2018-11-24,20.84,19.49,20.54625
34457,SAG Mitla,2018-11-25,20.64,19.49,19.942
34458,SAG Mitla,2018-11-26,20.64,20.64,20.64
34459,SAG Mitla,2018-11-27,20.91,19.39,20.512500000000003
34460,SAG Mitla,2018-11-28,20.64,19.39,20.223333333333333
34461,SAG Mitla,2018-11-29,20.64,19.29,20.191666666666666
34462,SAG Mitla,2018-11-30,20.84,19.29,20.07333333333333
34463,SAG Mitla,2018-12-01,20.64,20.56,20.6
34464,SAG Mitla,2018-12-03,20.64,19.29,20.254285714285714
34465,SAG Mitla,2018-12-04,20.91,20.56,20.69
34466,SAG Mitla,2018-12-05,20.59,19.19,20.029999999999998
34467,SAG Mitla,2018-12-06,20.59,19.19,19.996000000000002
34468,SAG Mitla,2018-12-07,20.59,20.42,20.5475
34469,SAG Mitla,2018-12-08,20.59,19.08,19.943333333333335
34470,SAG Mitla,2018-12-10,20.84,18.94,20.354285714285712
34471,SAG Mitla,2018-12-11,20.54,18.94,19.740000000000002
34472,SAG Mitla,2018-12-12,20.36,18.94,19.65
34473,SAG Mitla,2018-12-13,20.54,18.94,20.279999999999998
34474,SAG Mitla,2018-12-14,20.54,18.94,19.493333333333336
34475,SAG Mitla,2018-12-15,20.54,18.94,19.944
34476,SAG Mitla,2018-12-16,20.54,18.94,19.854
34477,SAG Mitla,2018-12-17,20.54,20.31,20.463333333333335
34478,SAG Mitla,2018-12-18,20.9,20.31,20.506
34479,SAG Mitla,2018-12-19,20.48,18.84,19.913333333333334
34480,SAG Mitla,2018-12-20,20.44,20.31,20.396666666666665
34481,SAG Mitla,2018-12-21,20.44,18.83,19.982857142857142
34482,SAG Mitla,2018-12-22,20.84,18.84,20.200000000000003
34483,SAG Mitla,2018-12-23,20.44,20.31,20.414
34484,SAG Mitla,2018-12-24,20.44,18.84,19.945714285714285
34485,SAG Mitla,2018-12-26,20.39,18.64,20.117142857142856
34486,SAG Mitla,2018-12-27,20.39,18.64,19.80666666666667
34487,SAG Mitla,2018-12-28,20.64,18.64,19.98375
34488,SAG Mitla,2018-12-29,20.39,18.64,20.04
34489,SAG Mitla,2018-12-30,20.91,18.64,20.07777777777778
34490,SAG Mitla,2018-12-31,20.22,18.64,19.43
34491,SAG Moctezuma,2018-01-02,16.65,16.6,16.625
34492,SAG Moctezuma,2018-01-03,16.65,16.65,16.65
34493,SAG Moctezuma,2018-01-04,17.63,16.65,17.14
34494,SAG Moctezuma,2018-01-05,16.65,16.65,16.65
34495,SAG Moctezuma,2018-01-06,16.7,16.7,16.7
34496,SAG Moctezuma,2018-01-08,16.7,16.7,16.7
34497,SAG Moctezuma,2018-01-09,16.7,16.7,16.7
34498,SAG Moctezuma,2018-01-10,16.7,16.7,16.7
34499,SAG Moctezuma,2018-01-11,16.7,16.7,16.7
34500,SAG Moctezuma,2018-01-12,16.8,16.8,16.8
34501,SAG Moctezuma,2018-01-13,16.83,16.83,16.83
34502,SAG Moctezuma,2018-01-15,16.83,16.83,16.83
34503,SAG Moctezuma,2018-01-17,17.87,17.87,17.87
34504,SAG Moctezuma,2018-01-23,17.1,17.1,17.1
34505,SAG Moctezuma,2018-01-26,17.2,17.2,17.2
34506,SAG Moctezuma,2018-01-31,17.31,17.31,17.31
34507,SAG Moctezuma,2018-02-06,17.31,17.31,17.31
34508,SAG Moctezuma,2018-02-07,17.47,17.4,17.413999999999998
34509,SAG Moctezuma,2018-02-08,17.4,17.4,17.4
34510,SAG Moctezuma,2018-02-10,17.43,17.43,17.43
34511,SAG Moctezuma,2018-02-11,17.43,17.43,17.43
34512,SAG Moctezuma,2018-02-12,17.43,17.43,17.43
34513,SAG Moctezuma,2018-02-14,17.5,17.5,17.5
34514,SAG Moctezuma,2018-02-15,17.5,17.5,17.5
34515,SAG Moctezuma,2018-02-16,17.55,17.55,17.55
34516,SAG Moctezuma,2018-02-17,17.6,17.6,17.6
34517,SAG Moctezuma,2018-02-19,17.6,17.6,17.6
34518,SAG Moctezuma,2018-02-20,17.6,17.6,17.6
34519,SAG Moctezuma,2018-02-22,17.65,17.65,17.65
34520,SAG Moctezuma,2018-02-23,17.65,17.65,17.65
34521,SAG Moctezuma,2018-02-24,17.71,17.71,17.71
34522,SAG Moctezuma,2018-02-26,17.71,17.71,17.71
34523,SAG Moctezuma,2018-02-27,17.74,17.74,17.74
34524,SAG Moctezuma,2018-02-28,17.74,17.74,17.74
34525,SAG Moctezuma,2018-03-01,17.74,17.74,17.74
34526,SAG Moctezuma,2018-03-02,17.79,17.79,17.79
34527,SAG Moctezuma,2018-03-03,17.79,17.79,17.79
34528,SAG Moctezuma,2018-03-05,17.79,17.79,17.79
34529,SAG Moctezuma,2018-03-06,17.79,17.79,17.79
34530,SAG Moctezuma,2018-03-07,17.79,17.79,17.79
34531,SAG Moctezuma,2018-03-09,17.79,17.79,17.79
34532,SAG Moctezuma,2018-03-10,17.79,17.79,17.79
34533,SAG Moctezuma,2018-03-12,17.79,17.79,17.79
34534,SAG Moctezuma,2018-03-13,17.79,17.79,17.79
34535,SAG Moctezuma,2018-03-14,17.79,17.79,17.79
34536,SAG Moctezuma,2018-03-15,17.79,17.79,17.79
34537,SAG Moctezuma,2018-03-16,17.82,17.82,17.82
34538,SAG Moctezuma,2018-03-20,17.87,17.87,17.87
34539,SAG Moctezuma,2018-03-22,17.87,17.87,17.87
34540,SAG Moctezuma,2018-03-23,18.55,17.87,18.21
34541,SAG Moctezuma,2018-03-24,17.87,17.87,17.87
34542,SAG Moctezuma,2018-03-25,17.87,17.87,17.87
34543,SAG Moctezuma,2018-03-26,17.87,17.87,17.87
34544,SAG Moctezuma,2018-03-27,17.87,17.87,17.87
34545,SAG Moctezuma,2018-03-28,17.87,17.87,17.87
34546,SAG Moctezuma,2018-03-29,17.9,17.9,17.9
34547,SAG Moctezuma,2018-03-30,18.61,18.61,18.61
34548,SAG Moctezuma,2018-04-02,17.9,17.9,17.9
34549,SAG Moctezuma,2018-04-03,17.9,17.9,17.9
34550,SAG Moctezuma,2018-04-05,17.9,17.9,17.9
34551,SAG Moctezuma,2018-04-07,17.9,17.9,17.9
34552,SAG Moctezuma,2018-04-10,17.9,17.9,17.9
34553,SAG Moctezuma,2018-04-13,17.9,17.9,17.9
34554,SAG Moctezuma,2018-04-21,17.9,17.9,17.9
34555,SAG Moctezuma,2018-04-24,17.9,17.9,17.9
34556,SAG Moctezuma,2018-04-26,17.9,17.9,17.9
34557,SAG Moctezuma,2018-04-27,17.9,17.9,17.9
34558,SAG Moctezuma,2018-04-28,17.9,17.9,17.9
34559,SAG Moctezuma,2018-04-30,17.9,17.9,17.9
34560,SAG Moctezuma,2018-05-03,17.96,17.96,17.96
34561,SAG Moctezuma,2018-05-04,17.99,17.99,17.99
34562,SAG Moctezuma,2018-05-07,17.99,17.99,17.99
34563,SAG Moctezuma,2018-05-08,17.99,17.99,17.99
34564,SAG Moctezuma,2018-05-10,18.05,17.99,18.02
34565,SAG Moctezuma,2018-05-12,18.05,18.05,18.05
34566,SAG Moctezuma,2018-05-15,18.05,18.05,18.05
34567,SAG Moctezuma,2018-05-18,18.05,18.05,18.05
34568,SAG Moctezuma,2018-05-21,18.05,18.05,18.05
34569,SAG Moctezuma,2018-05-23,18.05,18.05,18.05
34570,SAG Moctezuma,2018-05-24,18.05,18.05,18.05
34571,SAG Moctezuma,2018-05-25,18.12,18.12,18.12
34572,SAG Moctezuma,2018-05-28,18.12,18.12,18.12
34573,SAG Moctezuma,2018-06-04,18.21,18.21,18.21
34574,SAG Moctezuma,2018-06-08,18.28,18.28,18.28
34575,SAG Moctezuma,2018-06-09,18.28,18.28,18.28
34576,SAG Moctezuma,2018-06-28,18.5,18.5,18.5
34577,SAG Molango,2018-01-02,17.61,16.62,17.28
34578,SAG Molango,2018-01-03,17.61,16.62,17.115000000000002
34579,SAG Molango,2018-01-04,17.63,16.64,17.432
34580,SAG Molango,2018-01-05,17.63,17.63,17.63
34581,SAG Molango,2018-01-06,17.69,16.7,17.195
34582,SAG Molango,2018-01-08,17.75,16.76,17.325714285714287
34583,SAG Molango,2018-01-09,17.79,16.8,17.625
34584,SAG Molango,2018-01-10,17.79,17.79,17.79
34585,SAG Molango,2018-01-11,17.73,17.73,17.73
34586,SAG Molango,2018-01-12,17.73,16.75,17.03
34587,SAG Molango,2018-01-13,17.74,17.74,17.74
34588,SAG Molango,2018-01-15,17.74,16.79,17.502499999999998
34589,SAG Molango,2018-01-16,17.79,17.79,17.789999999999996
34590,SAG Molango,2018-01-17,17.83,16.84,17.486666666666665
34591,SAG Molango,2018-01-18,17.83,17.83,17.83
34592,SAG Molango,2018-01-19,17.83,16.92,17.223333333333333
34593,SAG Molango,2018-01-20,17.87,16.95,17.563333333333333
34594,SAG Molango,2018-01-22,17.87,16.95,17.563333333333336
34595,SAG Molango,2018-01-23,18.0,18.0,18.0
34596,SAG Molango,2018-01-24,18.0,17.01,17.66
34597,SAG Molango,2018-01-25,18.0,18.0,18.0
34598,SAG Molango,2018-01-26,18.06,18.06,18.06
34599,SAG Molango,2018-01-27,18.18,17.12,17.67
34600,SAG Molango,2018-01-29,18.18,18.18,18.18
34601,SAG Molango,2018-01-30,18.29,17.24,18.166923076923077
34602,SAG Molango,2018-01-31,18.29,17.3,17.959999999999997
34603,SAG Molango,2018-02-01,18.29,17.3,18.092000000000002
34604,SAG Molango,2018-02-02,18.29,18.29,18.29
34605,SAG Molango,2018-02-03,18.37,17.38,18.087142857142858
34606,SAG Molango,2018-02-06,18.4,17.43,17.915000000000003
34607,SAG Molango,2018-02-07,18.6,18.45,18.509999999999998
34608,SAG Molango,2018-02-08,18.63,17.53,18.355
34609,SAG Molango,2018-02-09,18.63,17.58,18.104999999999997
34610,SAG Molango,2018-02-10,18.63,18.63,18.63
34611,SAG Molango,2018-02-12,18.63,17.62,18.293333333333333
34612,SAG Molango,2018-02-13,18.63,17.19,18.27
34613,SAG Molango,2018-02-14,18.63,17.69,18.253999999999998
34614,SAG Molango,2018-02-15,18.63,17.69,18.15142857142857
34615,SAG Molango,2018-02-16,18.63,17.69,18.336000000000002
34616,SAG Molango,2018-02-17,18.63,17.69,18.442
34617,SAG Molango,2018-02-19,18.63,18.63,18.63
34618,SAG Molango,2018-02-20,18.63,17.75,18.336666666666662
34619,SAG Molango,2018-02-21,18.63,17.75,18.23
34620,SAG Molango,2018-02-22,18.65,18.65,18.65
34621,SAG Molango,2018-02-23,18.65,17.75,18.2
34622,SAG Molango,2018-02-24,18.63,18.63,18.63
34623,SAG Molango,2018-02-26,18.63,17.82,18.36
34624,SAG Molango,2018-02-27,18.7,17.82,18.384999999999998
34625,SAG Molango,2018-02-28,18.77,18.77,18.77
34626,SAG Molango,2018-03-01,18.77,17.82,18.453333333333333
34627,SAG Molango,2018-03-02,18.77,17.87,18.544999999999998
34628,SAG Molango,2018-03-03,18.77,17.87,18.47
34629,SAG Molango,2018-03-05,18.77,18.77,18.77
34630,SAG Molango,2018-03-06,18.81,17.87,18.105
34631,SAG Molango,2018-03-07,18.81,18.81,18.81
34632,SAG Molango,2018-03-08,18.81,17.87,18.575
34633,SAG Molango,2018-03-09,18.81,18.81,18.81
34634,SAG Molango,2018-03-10,18.89,17.87,18.55
34635,SAG Molango,2018-03-12,18.89,17.87,18.635
34636,SAG Molango,2018-03-13,17.89,17.89,17.89
34637,SAG Molango,2018-03-14,18.89,17.89,18.644
34638,SAG Molango,2018-03-15,18.91,18.89,18.895
34639,SAG Molango,2018-03-16,18.91,17.89,18.4
34640,SAG Molango,2018-03-17,18.91,17.89,18.502
34641,SAG Molango,2018-03-19,18.91,18.43,18.75
34642,SAG Molango,2018-03-20,18.91,17.93,18.518
34643,SAG Molango,2018-03-21,18.92,17.94,18.49125
34644,SAG Molango,2018-03-22,18.92,17.95,18.435000000000002
34645,SAG Molango,2018-03-23,18.92,17.95,18.596666666666668
34646,SAG Molango,2018-03-24,18.92,18.43,18.822
34647,SAG Molango,2018-03-25,18.92,17.96,18.44
34648,SAG Molango,2018-03-26,18.0,18.0,18.0
34649,SAG Molango,2018-03-27,18.96,18.0,18.715000000000003
34650,SAG Molango,2018-03-28,18.92,18.92,18.92
34651,SAG Molango,2018-03-29,18.92,17.99,18.548
34652,SAG Molango,2018-03-30,18.92,18.92,18.92
34653,SAG Molango,2018-04-02,18.97,17.99,18.479999999999997
34654,SAG Molango,2018-04-03,18.97,17.99,18.479999999999997
34655,SAG Molango,2018-04-04,18.97,17.99,18.724999999999998
34656,SAG Molango,2018-04-05,18.97,17.99,18.674
34657,SAG Molango,2018-04-06,18.97,17.99,18.724999999999998
34658,SAG Molango,2018-04-07,18.97,17.99,18.724999999999998
34659,SAG Molango,2018-04-09,18.97,17.97,18.47
34660,SAG Molango,2018-04-11,18.97,17.98,18.618571428571425
34661,SAG Molango,2018-04-12,17.98,17.98,17.98
34662,SAG Molango,2018-04-13,18.97,18.97,18.97
34663,SAG Molango,2018-04-14,18.97,17.99,18.577999999999996
34664,SAG Molango,2018-04-16,18.97,18.97,18.97
34665,SAG Molango,2018-04-17,19.01,18.01,18.676666666666666
34666,SAG Molango,2018-04-18,19.01,18.01,18.76
34667,SAG Molango,2018-04-19,19.01,18.01,18.51
34668,SAG Molango,2018-04-20,19.01,18.01,18.51
34669,SAG Molango,2018-04-21,19.01,18.01,18.676666666666666
34670,SAG Molango,2018-04-23,19.01,18.01,18.343333333333334
34671,SAG Molango,2018-04-24,19.01,18.01,18.610000000000003
34672,SAG Molango,2018-04-25,19.01,19.01,19.01
34673,SAG Molango,2018-04-26,18.99,18.02,18.343333333333334
34674,SAG Molango,2018-04-27,18.99,18.99,18.99
34675,SAG Molango,2018-04-28,18.99,18.04,18.515
34676,SAG Molango,2018-04-29,18.99,18.99,18.99
34677,SAG Molango,2018-04-30,18.99,18.99,18.99
34678,SAG Molango,2018-05-02,18.99,18.04,18.609999999999996
34679,SAG Molango,2018-05-04,19.02,18.08,18.706666666666667
34680,SAG Molango,2018-05-05,18.08,18.08,18.08
34681,SAG Molango,2018-05-07,19.02,19.02,19.02
34682,SAG Molango,2018-05-08,19.02,18.08,18.39333333333333
34683,SAG Molango,2018-05-09,19.05,19.05,19.05
34684,SAG Molango,2018-05-11,19.07,19.07,19.07
34685,SAG Molango,2018-05-12,19.07,18.15,18.701999999999998
34686,SAG Molango,2018-05-14,19.07,19.07,19.07
34687,SAG Molango,2018-05-15,19.11,19.11,19.11
34688,SAG Molango,2018-05-16,19.11,18.17,18.796666666666667
34689,SAG Molango,2018-05-17,19.11,19.11,19.11
34690,SAG Molango,2018-05-18,19.11,18.17,18.796666666666667
34691,SAG Molango,2018-05-19,19.11,19.11,19.11
34692,SAG Molango,2018-05-20,18.19,18.19,18.19
34693,SAG Molango,2018-05-21,19.14,18.19,18.823333333333334
