,subagencia,fecha,precioLitro,centroCarga
98918,SAG Playa del Carmen,2018-08-25,19.13,110289
98919,SAG Playa del Carmen,2018-08-27,19.88,107636
98920,SAG Playa del Carmen,2018-08-28,19.14,110289
98927,SAG Playa del Carmen,2018-09-04,19.24,110289
98929,SAG Playa del Carmen,2018-09-05,19.33,110289
98930,SAG Playa del Carmen,2018-09-06,19.33,110289
98933,SAG Playa del Carmen,2018-09-07,19.21,107634
98934,SAG Playa del Carmen,2018-09-08,19.33,110289
98935,SAG Playa del Carmen,2018-09-10,20.09,107636
98936,SAG Playa del Carmen,2018-09-11,19.33,110289
98938,SAG Playa del Carmen,2018-09-12,19.35,110289
98942,SAG Playa del Carmen,2018-09-13,19.26,107634
98943,SAG Playa del Carmen,2018-09-14,19.37,110289
98944,SAG Playa del Carmen,2018-09-15,19.37,110289
98945,SAG Playa del Carmen,2018-09-17,19.37,114821
98947,SAG Playa del Carmen,2018-09-17,19.37,110289
98949,SAG Playa del Carmen,2018-09-18,19.37,110289
98953,SAG Playa del Carmen,2018-09-19,19.37,110289
98955,SAG Playa del Carmen,2018-09-20,19.39,110289
98957,SAG Playa del Carmen,2018-09-21,19.39,110289
98960,SAG Playa del Carmen,2018-09-22,19.39,110289
98961,SAG Playa del Carmen,2018-09-24,19.41,110289
98963,SAG Playa del Carmen,2018-09-25,19.41,110289
98967,SAG Playa del Carmen,2018-09-26,19.35,114300
98968,SAG Playa del Carmen,2018-09-27,19.43,110289
98969,SAG Playa del Carmen,2018-09-28,19.35,107634
98970,SAG Playa del Carmen,2018-10-02,19.39,114300
98971,SAG Playa del Carmen,2018-10-03,19.41,114300
98972,SAG Playa del Carmen,2018-10-04,19.51,110289
98978,SAG Playa del Carmen,2018-10-05,19.5,114821
98979,SAG Playa del Carmen,2018-10-06,19.55,110289
98981,SAG Playa del Carmen,2018-10-08,19.55,110289
98984,SAG Playa del Carmen,2018-10-09,19.55,110289
98988,SAG Playa del Carmen,2018-10-10,19.51,114300
98989,SAG Playa del Carmen,2018-10-11,19.57,110289
98990,SAG Playa del Carmen,2018-10-12,19.57,110289
98993,SAG Playa del Carmen,2018-10-13,19.57,110289
98994,SAG Playa del Carmen,2018-10-15,19.57,110289
98999,SAG Playa del Carmen,2018-10-16,19.57,110289
99001,SAG Playa del Carmen,2018-10-17,19.59,110289
99007,SAG Playa del Carmen,2018-10-18,19.59,110289
99010,SAG Playa del Carmen,2018-10-19,19.59,110289
99013,SAG Playa del Carmen,2018-10-20,19.59,110289
99014,SAG Playa del Carmen,2018-10-22,19.59,110289
99015,SAG Playa del Carmen,2018-10-23,19.59,110289
99023,SAG Playa del Carmen,2018-10-24,19.59,110289
99025,SAG Playa del Carmen,2018-10-25,19.59,110289
99027,SAG Playa del Carmen,2018-10-26,19.59,110289
99028,SAG Playa del Carmen,2018-10-27,19.59,110289
99030,SAG Playa del Carmen,2018-10-29,19.59,110289
99032,SAG Playa del Carmen,2018-10-30,19.59,110289
99037,SAG Playa del Carmen,2018-11-01,19.59,110289
99038,SAG Playa del Carmen,2018-11-02,19.59,110289
99040,SAG Playa del Carmen,2018-11-03,19.59,110289
99042,SAG Playa del Carmen,2018-11-05,19.59,110289
99045,SAG Playa del Carmen,2018-11-06,19.59,110289
99049,SAG Playa del Carmen,2018-11-07,19.59,110289
99051,SAG Playa del Carmen,2018-11-08,19.58,11224
99052,SAG Playa del Carmen,2018-11-09,19.59,110289
99053,SAG Playa del Carmen,2018-11-10,19.59,110289
99054,SAG Playa del Carmen,2018-11-12,19.59,110289
99059,SAG Playa del Carmen,2018-11-13,19.59,110289
99061,SAG Playa del Carmen,2018-11-14,19.59,110289
99067,SAG Playa del Carmen,2018-11-15,19.59,110289
99070,SAG Playa del Carmen,2018-11-15,19.59,111965
99071,SAG Playa del Carmen,2018-11-16,19.54,107634
99072,SAG Playa del Carmen,2018-11-17,20.49,107636
99073,SAG Playa del Carmen,2018-11-19,19.59,110289
99075,SAG Playa del Carmen,2018-11-20,19.59,110289
99078,SAG Playa del Carmen,2018-11-21,19.59,110289
99081,SAG Playa del Carmen,2018-11-22,19.51,110315
99082,SAG Playa del Carmen,2018-11-23,19.57,110289
99083,SAG Playa del Carmen,2018-11-24,19.57,110289
99087,SAG Playa del Carmen,2018-11-26,19.57,110289
99089,SAG Playa del Carmen,2018-11-27,19.49,107634
99090,SAG Playa del Carmen,2018-11-28,19.53,110289
99092,SAG Playa del Carmen,2018-11-29,19.51,110289
99094,SAG Playa del Carmen,2018-11-30,19.49,110289
99095,SAG Playa del Carmen,2018-12-01,19.44,113078
99096,SAG Playa del Carmen,2018-12-03,19.39,113639
99097,SAG Playa del Carmen,2018-12-04,19.48,110289
99099,SAG Playa del Carmen,2018-12-05,19.48,110289
99105,SAG Playa del Carmen,2018-12-06,19.34,110315
99106,SAG Playa del Carmen,2018-12-07,19.41,110289
99107,SAG Playa del Carmen,2018-12-08,19.39,110289
99108,SAG Playa del Carmen,2018-12-10,19.38,110289
99110,SAG Playa del Carmen,2018-12-11,19.38,110289
99114,SAG Playa del Carmen,2018-12-12,19.27,110315
99115,SAG Playa del Carmen,2018-12-13,19.34,110289
99118,SAG Playa del Carmen,2018-12-14,19.32,110289
99119,SAG Playa del Carmen,2018-12-15,19.32,110289
99122,SAG Playa del Carmen,2018-12-16,19.29,110289
99123,SAG Playa del Carmen,2018-12-17,19.29,110289
99126,SAG Playa del Carmen,2018-12-18,19.15,110315
99127,SAG Playa del Carmen,2018-12-19,19.24,110289
99131,SAG Playa del Carmen,2018-12-20,19.24,110289
99134,SAG Playa del Carmen,2018-12-21,19.21,110289
99138,SAG Playa del Carmen,2018-12-22,19.16,110289
99140,SAG Playa del Carmen,2018-12-23,19.16,110289
99141,SAG Playa del Carmen,2018-12-24,18.74,111334
99142,SAG Playa del Carmen,2018-12-26,19.06,110289
99143,SAG Playa del Carmen,2018-12-27,19.05,114821
99144,SAG Playa del Carmen,2018-12-28,19.06,110289
99148,SAG Playa del Carmen,2018-12-29,19.04,110289
99149,SAG Playa del Carmen,2018-12-29,19.04,11224
99150,SAG Playa del Carmen,2018-12-30,19.01,110289
99151,SAG Playa del Carmen,2018-12-31,18.85,117474
99152,SAG Pochutla,2018-01-02,16.28,112451
99154,SAG Pochutla,2018-01-03,16.14,107442
99157,SAG Pochutla,2018-01-04,17.11,107443
99158,SAG Pochutla,2018-01-06,16.17,107443
99159,SAG Pochutla,2018-01-08,16.22,107442
99160,SAG Pochutla,2018-01-09,16.17,107443
99162,SAG Pochutla,2018-01-10,16.43,107450
99163,SAG Pochutla,2018-01-11,16.59,107470
99164,SAG Pochutla,2018-01-12,16.51,107450
99167,SAG Pochutla,2018-01-13,17.55,107450
99169,SAG Pochutla,2018-01-15,16.17,107443
99170,SAG Pochutla,2018-01-16,17.35,107442
99171,SAG Pochutla,2018-01-17,16.42,107442
99173,SAG Pochutla,2018-01-18,16.55,107443
99174,SAG Pochutla,2018-01-19,16.64,112451
99175,SAG Pochutla,2018-01-20,16.55,107443
99176,SAG Pochutla,2018-01-22,16.67,112451
99177,SAG Pochutla,2018-01-23,16.55,107443
99178,SAG Pochutla,2018-01-24,16.56,107442
99179,SAG Pochutla,2018-01-25,17.69,107443
99180,SAG Pochutla,2018-01-26,16.79,112451
99182,SAG Pochutla,2018-01-27,16.79,112451
99183,SAG Pochutla,2018-01-28,17.87,112451
99185,SAG Pochutla,2018-01-29,16.77,107443
99186,SAG Pochutla,2018-01-30,17.74,107442
99187,SAG Pochutla,2018-01-31,16.72,107442
99188,SAG Pochutla,2018-02-01,16.84,107450
99189,SAG Pochutla,2018-02-02,18.04,107450
99190,SAG Pochutla,2018-02-03,16.77,107442
99191,SAG Pochutla,2018-02-05,18.07,107450
99193,SAG Pochutla,2018-02-06,16.77,107442
99194,SAG Pochutla,2018-02-07,16.92,107443
99195,SAG Pochutla,2018-02-08,17.03,107450
99196,SAG Pochutla,2018-02-09,16.67,107442
99197,SAG Pochutla,2018-02-10,17.03,107450
99199,SAG Pochutla,2018-02-12,17.95,107443
99200,SAG Pochutla,2018-02-13,16.9,107450
99201,SAG Pochutla,2018-02-14,16.63,107442
99202,SAG Pochutla,2018-02-15,17.93,107450
99205,SAG Pochutla,2018-02-16,16.9,107450
99207,SAG Pochutla,2018-02-17,16.7,107442
99208,SAG Pochutla,2018-02-19,16.95,107450
99209,SAG Pochutla,2018-02-20,16.7,107442
99210,SAG Pochutla,2018-02-21,16.95,107450
99212,SAG Pochutla,2018-02-22,17.01,112451
99213,SAG Pochutla,2018-02-24,16.9,107443
99214,SAG Pochutla,2018-02-25,18.08,107450
99215,SAG Pochutla,2018-02-26,17.01,107450
99216,SAG Pochutla,2018-02-27,16.96,107443
99217,SAG Pochutla,2018-02-28,16.84,107442
99219,SAG Pochutla,2018-03-01,16.99,107443
99220,SAG Pochutla,2018-03-02,16.86,107442
99221,SAG Pochutla,2018-03-03,18.11,107443
99224,SAG Pochutla,2018-03-05,18.11,107443
99225,SAG Pochutla,2018-03-06,17.05,107443
99227,SAG Pochutla,2018-03-07,17.19,112451
99228,SAG Pochutla,2018-03-08,17.05,107443
99229,SAG Pochutla,2018-03-09,16.85,107442
99230,SAG Pochutla,2018-03-10,17.05,107443
99231,SAG Pochutla,2018-03-12,17.1,107450
99232,SAG Pochutla,2018-03-13,16.85,107442
99233,SAG Pochutla,2018-03-14,17.1,107450
99237,SAG Pochutla,2018-03-15,18.18,107450
99238,SAG Pochutla,2018-03-16,17.05,107443
99239,SAG Pochutla,2018-03-17,16.88,107442
99240,SAG Pochutla,2018-03-19,17.05,107443
99241,SAG Pochutla,2018-03-20,16.88,107442
99242,SAG Pochutla,2018-03-21,17.1,107450
99246,SAG Pochutla,2018-03-22,17.1,107450
99247,SAG Pochutla,2018-03-23,17.11,107443
99249,SAG Pochutla,2018-03-24,17.17,107450
99250,SAG Pochutla,2018-03-25,18.19,107443
99251,SAG Pochutla,2018-03-26,18.22,107450
99252,SAG Pochutla,2018-03-26,18.22,107443
99254,SAG Pochutla,2018-03-27,17.14,107443
99256,SAG Pochutla,2018-03-28,18.22,107450
99257,SAG Pochutla,2018-03-29,17.14,107443
99258,SAG Pochutla,2018-03-31,17.17,107450
99259,SAG Pochutla,2018-04-02,16.96,117289
99260,SAG Pochutla,2018-04-03,17.14,107443
99261,SAG Pochutla,2018-04-04,17.14,107443
99262,SAG Pochutla,2018-04-05,17.14,107443
99263,SAG Pochutla,2018-04-06,17.17,107450
99264,SAG Pochutla,2018-04-07,18.22,107450
99266,SAG Pochutla,2018-04-09,17.12,107443
99267,SAG Pochutla,2018-04-10,17.17,107450
99270,SAG Pochutla,2018-04-11,16.96,117289
99271,SAG Pochutla,2018-04-12,18.01,117289
99272,SAG Pochutla,2018-04-13,17.17,107450
99273,SAG Pochutla,2018-04-14,17.17,107450
99274,SAG Pochutla,2018-04-16,17.15,107443
99275,SAG Pochutla,2018-04-17,17.17,107450
99276,SAG Pochutla,2018-04-18,17.2,107450
99278,SAG Pochutla,2018-04-19,18.03,117289
99279,SAG Pochutla,2018-04-20,17.15,107443
99280,SAG Pochutla,2018-04-21,17.15,107443
99281,SAG Pochutla,2018-04-23,17.2,107450
99282,SAG Pochutla,2018-04-24,17.16,107443
99284,SAG Pochutla,2018-04-25,17.23,107450
99286,SAG Pochutla,2018-04-26,17.02,117289
99287,SAG Pochutla,2018-04-27,17.16,107443
99288,SAG Pochutla,2018-04-28,18.61,110631
99289,SAG Pochutla,2018-04-29,17.23,107450
99291,SAG Pochutla,2018-04-30,17.23,107450
99292,SAG Pochutla,2018-05-01,17.17,107443
99293,SAG Pochutla,2018-05-02,17.17,107443
99294,SAG Pochutla,2018-05-03,17.19,107443
99295,SAG Pochutla,2018-05-04,17.3,107450
99298,SAG Pochutla,2018-05-05,18.36,107450
99299,SAG Pochutla,2018-05-07,17.22,107443
99300,SAG Pochutla,2018-05-08,17.33,107450
99301,SAG Pochutla,2018-05-09,18.36,107450
99303,SAG Pochutla,2018-05-10,17.19,107443
99305,SAG Pochutla,2018-05-11,18.36,107450
99306,SAG Pochutla,2018-05-12,17.18,107443
99307,SAG Pochutla,2018-05-14,17.37,107450
99308,SAG Pochutla,2018-05-15,17.18,107443
99309,SAG Pochutla,2018-05-16,17.18,107443
99310,SAG Pochutla,2018-05-17,17.18,107443
99311,SAG Pochutla,2018-05-18,17.37,107450
99313,SAG Pochutla,2018-05-19,17.54,112451
99314,SAG Pochutla,2018-05-20,17.19,107443
99315,SAG Pochutla,2018-05-21,18.39,107443
99316,SAG Pochutla,2018-05-22,17.19,107443
99318,SAG Pochutla,2018-05-23,17.56,112451
99319,SAG Pochutla,2018-05-24,17.2,107442
99320,SAG Pochutla,2018-05-25,17.43,107450
99322,SAG Pochutla,2018-05-26,17.59,112451
99323,SAG Pochutla,2018-05-27,17.99,111351
99324,SAG Pochutla,2018-05-28,18.5,107450
99326,SAG Pochutla,2018-05-29,17.22,107443
99327,SAG Pochutla,2018-05-30,17.24,107443
99328,SAG Pochutla,2018-05-31,17.24,107443
99330,SAG Pochutla,2018-06-01,17.24,107443
99331,SAG Pochutla,2018-06-02,18.53,107450
99333,SAG Pochutla,2018-06-04,17.28,107442
99334,SAG Pochutla,2018-06-05,17.31,107443
99335,SAG Pochutla,2018-06-06,17.31,107443
99336,SAG Pochutla,2018-06-07,17.57,107450
99337,SAG Pochutla,2018-06-08,17.33,107442
99338,SAG Pochutla,2018-06-09,18.6,107450
99340,SAG Pochutla,2018-06-11,17.33,107443
99341,SAG Pochutla,2018-06-12,17.35,107442
99342,SAG Pochutla,2018-06-13,18.99,110631
99343,SAG Pochutla,2018-06-14,17.6,107450
99346,SAG Pochutla,2018-06-15,17.37,107443
99347,SAG Pochutla,2018-06-16,18.44,117289
99348,SAG Pochutla,2018-06-18,17.37,107443
99349,SAG Pochutla,2018-06-19,17.66,107450
99353,SAG Pochutla,2018-06-20,17.43,107442
99354,SAG Pochutla,2018-06-21,17.66,107450
99357,SAG Pochutla,2018-06-22,18.7,107450
99360,SAG Pochutla,2018-06-23,17.75,107450
99361,SAG Pochutla,2018-06-25,17.46,107443
99362,SAG Pochutla,2018-06-26,17.48,107443
99363,SAG Pochutla,2018-06-27,17.75,107450
99366,SAG Pochutla,2018-06-28,17.53,107443
99367,SAG Pochutla,2018-06-29,17.5,107442
99368,SAG Pochutla,2018-07-02,18.82,107450
99369,SAG Pochutla,2018-07-03,17.54,107442
99370,SAG Pochutla,2018-07-04,17.78,107450
99372,SAG Pochutla,2018-07-05,17.56,107443
99373,SAG Pochutla,2018-07-06,17.56,107442
99374,SAG Pochutla,2018-07-07,17.85,107450
99376,SAG Pochutla,2018-07-09,17.85,107450
99377,SAG Pochutla,2018-07-10,17.62,107442
99378,SAG Pochutla,2018-07-11,17.94,107450
99379,SAG Pochutla,2018-07-12,17.65,107442
99380,SAG Pochutla,2018-07-13,17.94,107450
99381,SAG Pochutla,2018-07-14,17.73,107443
99382,SAG Pochutla,2018-07-15,19.39,107454
99383,SAG Pochutla,2018-07-16,17.94,107450
99384,SAG Pochutla,2018-07-17,17.69,107442
99385,SAG Pochutla,2018-07-18,18.12,107450
99386,SAG Pochutla,2018-07-19,17.87,107443
99387,SAG Pochutla,2018-07-20,17.91,107443
99388,SAG Pochutla,2018-07-21,18.18,107450
99389,SAG Pochutla,2018-07-23,17.63,112191
99390,SAG Pochutla,2018-07-24,17.87,107442
99391,SAG Pochutla,2018-07-26,18.23,107450
99393,SAG Pochutla,2018-07-27,17.99,107442
99394,SAG Pochutla,2018-07-28,18.23,107450
99395,SAG Pochutla,2018-07-29,19.26,107450
99397,SAG Pochutla,2018-07-30,18.02,107443
99398,SAG Pochutla,2018-07-31,19.26,107450
99400,SAG Pochutla,2018-08-01,18.1,107442
99401,SAG Pochutla,2018-08-02,18.12,107442
99402,SAG Pochutla,2018-08-03,19.84,110631
99403,SAG Pochutla,2018-08-04,18.16,107442
99404,SAG Pochutla,2018-08-06,19.17,107443
99405,SAG Pochutla,2018-08-07,18.23,107443
99406,SAG Pochutla,2018-08-07,18.23,107442
99407,SAG Pochutla,2018-08-08,18.55,107450
99408,SAG Pochutla,2018-08-09,18.29,107443
99409,SAG Pochutla,2018-08-10,18.64,107450
99410,SAG Pochutla,2018-08-11,18.31,107442
99411,SAG Pochutla,2018-08-13,19.56,107450
99412,SAG Pochutla,2018-08-14,18.38,107443
99413,SAG Pochutla,2018-08-15,18.37,107442
99414,SAG Pochutla,2018-08-16,18.39,107442
99415,SAG Pochutla,2018-08-17,18.64,107450
99417,SAG Pochutla,2018-08-18,20.09,110631
99418,SAG Pochutla,2018-08-19,19.65,107450
99419,SAG Pochutla,2018-08-20,18.75,107450
99420,SAG Pochutla,2018-08-21,18.39,107442
99421,SAG Pochutla,2018-08-22,19.65,107450
99422,SAG Pochutla,2018-08-23,18.57,107443
99423,SAG Pochutla,2018-08-24,18.57,107443
99424,SAG Pochutla,2018-08-25,19.59,107443
99425,SAG Pochutla,2018-08-27,18.75,107450
99427,SAG Pochutla,2018-08-28,18.59,107443
99428,SAG Pochutla,2018-08-29,18.61,107443
99429,SAG Pochutla,2018-08-30,19.41,117289
99430,SAG Pochutla,2018-08-31,18.63,107443
99431,SAG Pochutla,2018-09-01,19.62,107443
99432,SAG Pochutla,2018-09-03,18.53,107442
99433,SAG Pochutla,2018-09-04,18.66,107443
99434,SAG Pochutla,2018-09-05,18.53,107442
99435,SAG Pochutla,2018-09-06,18.68,107443
99436,SAG Pochutla,2018-09-07,18.87,107450
99437,SAG Pochutla,2018-09-08,18.43,107442
99438,SAG Pochutla,2018-09-10,18.43,107442
99439,SAG Pochutla,2018-09-11,18.72,107443
99440,SAG Pochutla,2018-09-12,18.54,107442
99441,SAG Pochutla,2018-09-13,19.68,107443
99442,SAG Pochutla,2018-09-14,18.55,107442
99443,SAG Pochutla,2018-09-15,18.87,107450
99444,SAG Pochutla,2018-09-17,18.55,107442
99445,SAG Pochutla,2018-09-18,18.5,107442
99446,SAG Pochutla,2018-09-19,18.55,107442
99447,SAG Pochutla,2018-09-20,18.75,107443
99448,SAG Pochutla,2018-09-21,19.62,107442
99449,SAG Pochutla,2018-09-22,19.9,107450
99453,SAG Pochutla,2018-09-24,18.79,107443
99455,SAG Pochutla,2018-09-25,18.79,107443
99456,SAG Pochutla,2018-09-26,18.79,107443
99457,SAG Pochutla,2018-09-27,19.68,117289
99458,SAG Pochutla,2018-09-28,20.0,107450
99460,SAG Pochutla,2018-09-29,18.69,107442
99461,SAG Pochutla,2018-10-01,18.81,107443
99462,SAG Pochutla,2018-10-02,18.81,107443
99464,SAG Pochutla,2018-10-03,18.81,107443
99465,SAG Pochutla,2018-10-05,18.74,107442
99466,SAG Pochutla,2018-10-06,20.1,107450
99469,SAG Pochutla,2018-10-08,19.04,107450
99470,SAG Pochutla,2018-10-09,18.85,107443
99471,SAG Pochutla,2018-10-10,18.89,107443
99473,SAG Pochutla,2018-10-11,18.89,107443
99474,SAG Pochutla,2018-10-13,18.78,107442
99475,SAG Pochutla,2018-10-15,19.82,107443
99476,SAG Pochutla,2018-10-16,18.93,107443
99478,SAG Pochutla,2018-10-17,19.89,107443
99479,SAG Pochutla,2018-10-18,18.75,107442
99480,SAG Pochutla,2018-10-19,19.89,107443
99481,SAG Pochutla,2018-10-22,19.08,107450
99483,SAG Pochutla,2018-10-23,18.72,107442
99484,SAG Pochutla,2018-10-24,18.95,107443
99485,SAG Pochutla,2018-10-25,19.94,107443
99486,SAG Pochutla,2018-10-26,18.7,107442
99487,SAG Pochutla,2018-10-27,19.94,107443
99488,SAG Pochutla,2018-10-29,19.08,107450
99490,SAG Pochutla,2018-10-30,18.69,107442
99491,SAG Pochutla,2018-11-01,18.71,107442
99492,SAG Pochutla,2018-11-02,18.71,107442
99493,SAG Pochutla,2018-11-05,19.08,107450
99494,SAG Pochutla,2018-11-06,18.71,107442
99495,SAG Pochutla,2018-11-07,20.14,117289
99496,SAG Pochutla,2018-11-08,18.95,107450
99497,SAG Pochutla,2018-11-09,18.63,107442
99498,SAG Pochutla,2018-11-10,20.07,107443
99500,SAG Pochutla,2018-11-12,20.14,117289
99501,SAG Pochutla,2018-11-13,18.94,107443
99502,SAG Pochutla,2018-11-14,20.09,107443
99503,SAG Pochutla,2018-11-15,18.8,107450
99504,SAG Pochutla,2018-11-16,18.5,107442
99505,SAG Pochutla,2018-11-17,20.43,107450
99509,SAG Pochutla,2018-11-19,18.48,107442
99510,SAG Pochutla,2018-11-20,20.09,107443
99511,SAG Pochutla,2018-11-21,18.48,107442
99512,SAG Pochutla,2018-11-22,18.7,107450
99513,SAG Pochutla,2018-11-23,20.14,117289
99514,SAG Pochutla,2018-11-24,18.48,107442
99515,SAG Pochutla,2018-11-25,20.35,107450
99516,SAG Pochutla,2018-11-26,20.14,117289
99517,SAG Pochutla,2018-11-27,18.82,107443
99518,SAG Pochutla,2018-11-28,20.09,107443
99519,SAG Pochutla,2018-11-29,18.33,107442
99520,SAG Pochutla,2018-11-30,19.95,107442
99521,SAG Pochutla,2018-12-03,18.56,107450
99522,SAG Pochutla,2018-12-04,20.1,107443
99523,SAG Pochutla,2018-12-05,18.56,107450
99524,SAG Pochutla,2018-12-06,20.07,107450
99527,SAG Pochutla,2018-12-07,18.73,107443
99528,SAG Pochutla,2018-12-08,19.96,117289
99529,SAG Pochutla,2018-12-10,18.42,107450
99530,SAG Pochutla,2018-12-11,18.3,107450
99531,SAG Pochutla,2018-12-12,18.0,107442
99532,SAG Pochutla,2018-12-13,20.0,107450
99536,SAG Pochutla,2018-12-14,17.93,107442
99537,SAG Pochutla,2018-12-15,18.2,107450
99538,SAG Pochutla,2018-12-17,17.93,107442
99539,SAG Pochutla,2018-12-18,18.2,107450
99540,SAG Pochutla,2018-12-19,18.39,107443
99541,SAG Pochutla,2018-12-20,19.95,107450
99542,SAG Pochutla,2018-12-21,17.73,107442
99543,SAG Pochutla,2018-12-22,17.73,107442
99544,SAG Pochutla,2018-12-23,19.85,107450
99545,SAG Pochutla,2018-12-26,19.62,117289
99546,SAG Pochutla,2018-12-27,17.73,107442
99547,SAG Pochutla,2018-12-28,17.74,107450
99548,SAG Pochutla,2018-12-29,17.74,107450
99549,SAG Pochutla,2018-12-30,19.75,107450
99552,SAG Pochutla,2018-12-31,19.6,117289
99553,SAG Popocatepetl,2018-01-02,10.0,0
99557,SAG Popocatepetl,2018-01-03,16.65,108001
99570,SAG Popocatepetl,2018-01-04,10.0,0
99571,SAG Popocatepetl,2018-01-05,10.0,0
99574,SAG Popocatepetl,2018-01-08,16.79,108894
99575,SAG Popocatepetl,2018-01-09,10.0,0
99582,SAG Popocatepetl,2018-01-10,16.84,108001
99604,SAG Popocatepetl,2018-01-11,10.0,0
99605,SAG Popocatepetl,2018-01-12,10.0,0
99607,SAG Popocatepetl,2018-01-13,10.0,0
99611,SAG Popocatepetl,2018-01-15,10.0,0
99613,SAG Popocatepetl,2018-01-16,17.75,108031
99614,SAG Popocatepetl,2018-01-16,17.75,108001
99646,SAG Popocatepetl,2018-01-17,10.0,0
99649,SAG Popocatepetl,2018-01-18,17.06,108031
99655,SAG Popocatepetl,2018-01-19,10.0,0
99657,SAG Popocatepetl,2018-01-20,17.29,108894
99658,SAG Popocatepetl,2018-01-22,17.94,108001
99664,SAG Popocatepetl,2018-01-23,10.54,0
99670,SAG Popocatepetl,2018-01-24,17.99,108031
99671,SAG Popocatepetl,2018-01-25,9.74,0
99674,SAG Popocatepetl,2018-01-26,18.1,108001
99691,SAG Popocatepetl,2018-01-27,10.54,0
99694,SAG Popocatepetl,2018-01-29,10.54,0
99696,SAG Popocatepetl,2018-01-30,9.74,0
99698,SAG Popocatepetl,2018-01-31,9.74,0
99701,SAG Popocatepetl,2018-02-02,10.54,0
99703,SAG Popocatepetl,2018-02-03,10.54,0
99705,SAG Popocatepetl,2018-02-05,9.74,0
99708,SAG Popocatepetl,2018-02-06,9.74,0
99709,SAG Popocatepetl,2018-02-07,9.6,0
99711,SAG Popocatepetl,2018-02-08,9.6,0
99714,SAG Popocatepetl,2018-02-09,9.6,0
99715,SAG Popocatepetl,2018-02-10,18.45,108001
99718,SAG Popocatepetl,2018-02-12,10.4,0
99720,SAG Popocatepetl,2018-02-13,9.6,0
99725,SAG Popocatepetl,2018-02-14,18.49,108894
99726,SAG Popocatepetl,2018-02-15,10.4,0
99727,SAG Popocatepetl,2018-02-16,9.6,0
99730,SAG Popocatepetl,2018-02-17,9.6,0
99735,SAG Popocatepetl,2018-02-20,9.6,0
99739,SAG Popocatepetl,2018-02-21,18.49,108894
99740,SAG Popocatepetl,2018-02-22,9.6,0
99743,SAG Popocatepetl,2018-02-23,17.99,108894
99744,SAG Popocatepetl,2018-02-23,17.99,108001
99768,SAG Popocatepetl,2018-02-24,9.6,0
99771,SAG Popocatepetl,2018-02-26,9.81,0
99773,SAG Popocatepetl,2018-02-27,9.81,0
99778,SAG Popocatepetl,2018-02-28,18.09,108894
99779,SAG Popocatepetl,2018-03-01,9.81,0
99782,SAG Popocatepetl,2018-03-02,9.81,0
99786,SAG Popocatepetl,2018-03-03,18.19,108894
99787,SAG Popocatepetl,2018-03-05,9.81,0
99791,SAG Popocatepetl,2018-03-06,9.81,0
99795,SAG Popocatepetl,2018-03-07,9.81,0
99797,SAG Popocatepetl,2018-03-08,9.81,0
99798,SAG Popocatepetl,2018-03-09,9.81,0
99803,SAG Popocatepetl,2018-03-10,9.81,0
99805,SAG Popocatepetl,2018-03-12,9.81,0
99806,SAG Popocatepetl,2018-03-13,9.81,0
99810,SAG Popocatepetl,2018-03-14,18.19,108894
99811,SAG Popocatepetl,2018-03-15,9.32,0
99814,SAG Popocatepetl,2018-03-16,9.32,0
99817,SAG Popocatepetl,2018-03-17,9.32,0
99819,SAG Popocatepetl,2018-03-20,9.32,0
99822,SAG Popocatepetl,2018-03-21,9.32,0
99826,SAG Popocatepetl,2018-03-23,18.21,108001
99848,SAG Popocatepetl,2018-03-24,9.32,0
99851,SAG Popocatepetl,2018-03-26,9.32,0
99855,SAG Popocatepetl,2018-03-27,9.32,0
99856,SAG Popocatepetl,2018-03-28,10.12,0
99858,SAG Popocatepetl,2018-03-29,9.32,0
99860,SAG Popocatepetl,2018-03-30,18.71,108001
99874,SAG Popocatepetl,2018-03-31,10.61,0
99875,SAG Popocatepetl,2018-04-02,9.32,0
99878,SAG Popocatepetl,2018-04-03,9.32,0
99881,SAG Popocatepetl,2018-04-04,9.32,0
99882,SAG Popocatepetl,2018-04-05,9.32,0
99883,SAG Popocatepetl,2018-04-06,10.61,0
99884,SAG Popocatepetl,2018-04-07,9.32,0
99887,SAG Popocatepetl,2018-04-09,9.32,0
99888,SAG Popocatepetl,2018-04-10,8.65,0
99889,SAG Popocatepetl,2018-04-11,8.65,0
99890,SAG Popocatepetl,2018-04-12,8.65,0
99894,SAG Popocatepetl,2018-04-13,8.65,0
99896,SAG Popocatepetl,2018-04-14,9.45,0
99897,SAG Popocatepetl,2018-04-16,8.65,0
99898,SAG Popocatepetl,2018-04-17,8.65,0
99901,SAG Popocatepetl,2018-04-18,8.65,0
99902,SAG Popocatepetl,2018-04-19,8.65,0
99903,SAG Popocatepetl,2018-04-20,18.29,108001
99916,SAG Popocatepetl,2018-04-21,8.65,0
99919,SAG Popocatepetl,2018-04-23,8.86,0
99922,SAG Popocatepetl,2018-04-24,8.86,0
99923,SAG Popocatepetl,2018-04-25,8.86,0
99925,SAG Popocatepetl,2018-04-26,8.86,0
99926,SAG Popocatepetl,2018-04-27,8.86,0
99927,SAG Popocatepetl,2018-04-28,18.39,108894
99928,SAG Popocatepetl,2018-04-30,9.19,0
99930,SAG Popocatepetl,2018-05-01,18.85,108029
